C, 3214, 1426
B, 3216, 2898
P, 3216, 0
D, 3216, 255
V, 3238, 2879
H, 3238, 1
C, 3238, 1426
B, 3240, 2898
P, 3240, 0
D, 3240, 255
V, 3262, 2879
H, 3262, 1
C, 3262, 1426
B, 3264, 2898
P, 3264, 0
D, 3264, 255
V, 3286, 2879
H, 3286, 1
C, 3286, 1426
B, 3288, 2898
P, 3288, 0
D, 3288, 255
V, 3310, 2879
H, 3310, 1
C, 3310, 1426
B, 3312, 2898
P, 3312, 0
D, 3312, 255
V, 3334, 2879
H, 3334, 1
C, 3334, 1426
B, 3336, 2898
P, 3336, 0
D, 3336, 255
V, 3358, 2879
H, 3358, 1
C, 3358, 1426
B, 3360, 2898
P, 3360, 0
D, 3360, 255
V, 3382, 2879
H, 3382, 1
C, 3382, 1424
B, 3384, 2898
P, 3384, 0
D, 3384, 255
V, 3406, 2879
H, 3406, 1
C, 3406, 1424
B, 3408, 2898
P, 3408, 0
D, 3408, 255
V, 3430, 2879
H, 3430, 1
C, 3430, 1424
B, 3432, 2898
P, 3432, 0
D, 3432, 255
V, 3454, 2879
H, 3454, 1
C, 3454, 1424
B, 3456, 2898
P, 3456, 0
D, 3456, 255
V, 3478, 2879
H, 3478, 1
C, 3478, 1424
B, 3480, 2898
P, 3480, 0
D, 3480, 255
V, 3502, 2879
H, 3502, 1
C, 3502, 1424
B, 3504, 2898
P, 3504, 0
D, 3504, 255
V, 3526, 2879
H, 3526, 1
C, 3526, 1424
B, 3528, 2898
P, 3528, 0
D, 3528, 255
V, 3550, 2879
H, 3550, 1
C, 3550, 1424
B, 3552, 2898
P, 3552, 0
D, 3552, 255
V, 3574, 2879
H, 3574, 1
C, 3574, 1424
B, 3576, 2898
P, 3576, 0
D, 3576, 255
V, 3598, 2879
H, 3598, 1
C, 3598, 1424
B, 3600, 2898
P, 3600, 0
D, 3600, 255
V, 3622, 2879
H, 3622, 1
C, 3622, 1424
B, 3624, 2898
P, 3624, 0
D, 3624, 255
V, 3646, 2879
H, 3646, 1
C, 3646, 1424
B, 3648, 2898
P, 3648, 0
D, 3648, 255
V, 3670, 2879
H, 3670, 1
C, 3670, 1424
B, 3672, 2898
P, 3672, 0
D, 3672, 255
V, 3694, 2879
H, 3694, 1
C, 3694, 1424
B, 3696, 2898
P, 3696, 0
D, 3696, 255
V, 3718, 2879
H, 3718, 1
C, 3718, 1424
B, 3720, 2898
P, 3720, 0
D, 3720, 255
V, 3742, 2879
H, 3742, 1
C, 3742, 1424
B, 3744, 2898
P, 3744, 0
D, 3744, 255
V, 3766, 2879
H, 3766, 1
C, 3766, 1424
B, 3768, 2898
P, 3768, 0
D, 3768, 255
V, 3790, 2879
H, 3790, 1
C, 3790, 1424
B, 3792, 2898
P, 3792, 0
D, 3792, 255
V, 3814, 2879
H, 3814, 1
C, 3814, 1424
B, 3816, 2898
P, 3816, 0
D, 3816, 255
V, 3838, 2879
H, 3838, 1
C, 3838, 1424
B, 3840, 2898
P, 3840, 0
D, 3840, 255
V, 3862, 2879
H, 3862, 1
C, 3862, 1424
B, 3864, 2898
P, 3864, 0
D, 3864, 255
V, 3886, 2879
H, 3886, 1
C, 3886, 1424
B, 3888, 2898
P, 3888, 0
D, 3888, 255
V, 3910, 2879
H, 3910, 1
C, 3910, 1424
B, 3912, 2898
P, 3912, 0
D, 3912, 255
V, 3934, 2879
H, 3934, 1
C, 3934, 1424
B, 3936, 2898
P, 3936, 0
D, 3936, 255
V, 3958, 2879
H, 3958, 1
C, 3958, 1424
B, 3960, 2898
P, 3960, 0
D, 3960, 255
V, 3982, 2879
H, 3982, 1
C, 3982, 1424
B, 3984, 2898
P, 3984, 0
D, 3984, 255
V, 4006, 2879
H, 4006, 1
C, 4006, 1424
B, 4008, 2898
P, 4008, 0
D, 4008, 255
V, 4030, 2879
H, 4030, 1
C, 4030, 1424
B, 4032, 2898
P, 4032, 0
D, 4032, 255
V, 4054, 2879
H, 4054, 1
C, 4054, 1424
B, 4056, 2898
P, 4056, 0
D, 4056, 255
V, 4078, 2879
H, 4078, 1
C, 4078, 1424
B, 4080, 2898
P, 4080, 0
D, 4080, 255
V, 4102, 2879
H, 4102, 1
C, 4102, 1424
B, 4104, 2898
P, 4104, 0
D, 4104, 255
V, 4126, 2879
H, 4126, 1
C, 4126, 1424
B, 4128, 2898
P, 4128, 0
D, 4128, 255
V, 4150, 2879
H, 4150, 1
C, 4150, 1424
B, 4152, 2898
P, 4152, 0
D, 4152, 255
V, 4174, 2879
H, 4174, 1
C, 4174, 1424
B, 4176, 2898
P, 4176, 0
D, 4176, 255
V, 4198, 2879
H, 4198, 1
C, 4198, 1424
B, 4200, 2898
P, 4200, 0
D, 4200, 255
V, 4222, 2879
H, 4222, 1
C, 4222, 1426
B, 4224, 2898
P, 4224, 0
D, 4224, 255
V, 4246, 2879
H, 4246, 1
C, 4246, 1426
B, 4248, 2898
P, 4248, 0
D, 4248, 255
V, 4270, 2879
H, 4270, 1
C, 4270, 1426
B, 4272, 2898
P, 4272, 0
D, 4272, 255
B, 4274, 2898
P, 4274, 0
D, 4274, 255
V, 4294, 2879
H, 4294, 1
C, 4294, 1426
B, 4296, 2898
P, 4296, 0
D, 4296, 255
B, 4298, 2898
P, 4298, 0
D, 4298, 255
V, 4318, 2879
H, 4318, 1
C, 4318, 1426
B, 4320, 2898
P, 4320, 0
D, 4320, 255
B, 4322, 2898
P, 4322, 0
D, 4322, 255
V, 4342, 2879
H, 4342, 1
C, 4342, 1426
B, 4344, 2898
P, 4344, 0
D, 4344, 255
B, 4346, 2898
P, 4346, 0
D, 4346, 255
V, 4366, 2879
H, 4366, 1
C, 4366, 1426
B, 4368, 2898
P, 4368, 0
D, 4368, 255
B, 4370, 2898
P, 4370, 0
D, 4370, 255
V, 4390, 2879
H, 4390, 1
C, 4390, 1426
B, 4392, 2898
P, 4392, 0
D, 4392, 255
B, 4394, 2898
P, 4394, 0
D, 4394, 255
V, 4414, 2879
H, 4414, 1
C, 4414, 1426
B, 4416, 2898
P, 4416, 0
D, 4416, 255
B, 4418, 2898
P, 4418, 0
D, 4418, 255
V, 4438, 2879
H, 4438, 1
C, 4438, 1426
B, 4440, 2898
P, 4440, 0
D, 4440, 255
B, 4442, 2898
P, 4442, 0
D, 4442, 255
V, 4462, 2879
H, 4462, 1
C, 4462, 1426
B, 4464, 2898
P, 4464, 0
D, 4464, 255
B, 4466, 2898
P, 4466, 0
D, 4466, 255
V, 4486, 2879
H, 4486, 1
C, 4486, 1426
B, 4488, 2898
P, 4488, 0
D, 4488, 255
B, 4490, 2898
P, 4490, 0
D, 4490, 255
V, 4510, 2879
H, 4510, 1
C, 4510, 1426
B, 4512, 2898
P, 4512, 0
D, 4512, 255
B, 4514, 2898
P, 4514, 0
D, 4514, 255
V, 4534, 2879
H, 4534, 1
C, 4534, 1426
B, 4536, 2898
P, 4536, 0
D, 4536, 255
B, 4538, 2898
P, 4538, 0
D, 4538, 255
V, 4558, 2879
H, 4558, 1
C, 4558, 1426
B, 4560, 2898
P, 4560, 0
D, 4560, 255
B, 4562, 2898
P, 4562, 0
D, 4562, 255
V, 4582, 2879
H, 4582, 1
C, 4582, 1426
B, 4584, 2898
P, 4584, 0
D, 4584, 255
B, 4586, 2898
P, 4586, 0
D, 4586, 255
V, 4606, 2879
H, 4606, 1
C, 4606, 1426
B, 4608, 2898
P, 4608, 0
D, 4608, 255
B, 4610, 2898
P, 4610, 0
D, 4610, 255
V, 4630, 2879
H, 4630, 1
C, 4630, 1426
B, 4632, 2898
P, 4632, 0
D, 4632, 255
B, 4634, 2898
P, 4634, 0
D, 4634, 255
V, 4654, 2879
H, 4654, 1
C, 4654, 1426
B, 4656, 2898
P, 4656, 0
D, 4656, 255
B, 4658, 2898
P, 4658, 0
D, 4658, 255
V, 4678, 2879
H, 4678, 1
C, 4678, 1424
B, 4680, 2898
P, 4680, 0
D, 4680, 255
B, 4682, 2898
P, 4682, 0
D, 4682, 255
V, 4702, 2879
H, 4702, 1
C, 4702, 1424
B, 4704, 2898
P, 4704, 0
D, 4704, 255
B, 4706, 2898
P, 4706, 0
D, 4706, 255
V, 4726, 2879
H, 4726, 1
C, 4726, 1424
B, 4728, 2898
P, 4728, 0
D, 4728, 255
B, 4730, 2898
P, 4730, 0
D, 4730, 255
V, 4750, 2879
H, 4750, 1
C, 4750, 1424
B, 4752, 2898
P, 4752, 0
D, 4752, 255
B, 4754, 2898
P, 4754, 0
D, 4754, 255
V, 4774, 2879
H, 4774, 1
C, 4774, 1424
B, 4776, 2898
P, 4776, 0
D, 4776, 255
B, 4778, 2898
P, 4778, 0
D, 4778, 255
V, 4798, 2879
H, 4798, 1
C, 4798, 1424
B, 4800, 2898
P, 4800, 0
D, 4800, 255
B, 4802, 2898
P, 4802, 0
D, 4802, 255
V, 4822, 2879
H, 4822, 1
C, 4822, 1424
B, 4824, 2898
P, 4824, 0
D, 4824, 255
B, 4826, 2898
P, 4826, 0
D, 4826, 255
V, 4846, 2879
H, 4846, 1
C, 4846, 1424
B, 4850, 2898
P, 4850, 0
D, 4850, 255
V, 4870, 2879
H, 4870, 1
C, 4870, 1424
B, 4872, 2898
P, 4872, 0
D, 4872, 255
B, 4874, 2898
P, 4874, 0
D, 4874, 255
V, 4894, 2879
H, 4894, 1
C, 4894, 1424
B, 4898, 2898
P, 4898, 0
D, 4898, 255
V, 4918, 2879
H, 4918, 1
C, 4918, 1424
B, 4922, 2898
P, 4922, 0
D, 4922, 255
V, 4942, 2879
H, 4942, 1
C, 4942, 1424
B, 4946, 2898
P, 4946, 0
D, 4946, 255
V, 4966, 2879
H, 4966, 1
C, 4966, 1424
B, 4970, 2898
P, 4970, 0
D, 4970, 255
V, 4990, 2879
H, 4990, 1
C, 4990, 1424
B, 4994, 2898
P, 4994, 0
D, 4994, 255
V, 5014, 2879
H, 5014, 1
C, 5014, 1424
B, 5018, 2898
P, 5018, 0
D, 5018, 255
V, 5038, 2879
H, 5038, 1
C, 5038, 1424
B, 5042, 2898
P, 5042, 0
D, 5042, 255
V, 5062, 2879
H, 5062, 1
C, 5062, 1424
B, 5066, 2898
P, 5066, 0
D, 5066, 255
V, 5086, 2879
H, 5086, 1
C, 5086, 1424
B, 5090, 2898
P, 5090, 0
D, 5090, 255
V, 5110, 2879
H, 5110, 1
C, 5110, 1424
B, 5114, 2898
P, 5114, 0
D, 5114, 255
V, 5134, 2879
H, 5134, 1
C, 5134, 1424
B, 5138, 2898
P, 5138, 0
D, 5138, 255
V, 5158, 2879
H, 5158, 1
C, 5158, 1424
B, 5162, 2898
P, 5162, 0
D, 5162, 255
V, 5182, 2879
H, 5182, 1
C, 5182, 1424
B, 5186, 2898
P, 5186, 0
D, 5186, 255
V, 5206, 2879
H, 5206, 1
C, 5206, 1424
B, 5210, 2898
P, 5210, 0
D, 5210, 255
V, 5230, 2879
H, 5230, 1
C, 5230, 1422
B, 5234, 2898
P, 5234, 0
D, 5234, 255
V, 5254, 2879
H, 5254, 1
C, 5254, 1422
B, 5258, 2898
P, 5258, 1
D, 5258, 24
V, 5266, 2879
H, 5266, 0
C, 5266, 1424
B, 5270, 2898
P, 5270, 0
D, 5270, 255
V, 5278, 2879
H, 5278, 0
C, 5278, 1424
B, 5282, 2898
P, 5282, 1
D, 5282, 68
B, 5286, 2898
P, 5286, 0
D, 5286, 255
V, 5302, 2879
