3e-09	3e-08	2000	4000	2000	1.5e-12
15	-0.349938	0.015	0.015	1.21128e-08	0	0.015
16	-0.467867	0.016	0.016	1.20821e-08	0	0.016
17	-0.625538	0.017	0.017	1.20499e-08	0	0.017
18	-0.836344	0.018	0.018	1.20175e-08	0	0.018
19	-1.11819	0.019	0.019	1.19877e-08	0	0.019
20	-1.49502	0.02	0.02	1.19955e-08	0	0.02
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.41779e-08	0.00100001	1.25822e-12
2	-0.008022	0.002	0.00200001	1.28488e-08	0.00200001	1.41176e-10
3	-0.0107254	0.003	0.00300001	1.27414e-08	0.00300001	1.18111e-09
4	-0.0143399	0.004	0.00400001	1.26542e-08	0.00400001	1.97904e-09
5	-0.0191724	0.005	0.00500001	1.25768e-08	0.00500001	2.54348e-09
6	-0.0256335	0.006	0.00600001	1.25067e-08	0.00600001	2.90129e-09
7	-0.034272	0.007	0.00700001	1.24437e-08	0.00700001	3.12355e-09
8	-0.0458217	0.008	0.00800001	1.23892e-08	0.00800001	3.27402e-09
9	-0.0612636	0.009	0.00900001	1.23453e-08	0.00900001	3.38584e-09
10	-0.0819094	0.01	0.01	1.23122e-08	0.01	3.47234e-09
11	-0.109513	0.011	0.011	1.22877e-08	0.011	3.53946e-09
12	-0.146419	0.012	0.012	1.2268e-08	0.012	3.59155e-09
13	-0.195762	0.013	0.013	1.22496e-08	0.013	3.63079e-09
14	-0.261734	0.014	0.014	1.22294e-08	0.014	3.65818e-09
15	-0.349938	0.015	0.015	1.22059e-08	0.015	3.67484e-09
16	-0.467867	0.016	0.016	1.21787e-08	0.016	3.68185e-09
17	-0.625538	0.017	0.017	1.21485e-08	0.017	3.68097e-09
18	-0.836344	0.018	0.018	1.21186e-08	0.018	3.67612e-09
19	-1.11819	0.019	0.019	1.21119e-08	0.019	3.69105e-09
20	-1.49502	0.02	0.02	1.24553e-08	0.02	4.05329e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.0256335	0.006	0.00600002	2.11197e-08	0	0.00600002
2	-0.034272	0.007	0.00700001	1.43441e-08	0.00700001	2.87747e-13
3	-0.0458217	0.008	0.00800001	1.30636e-08	0.00800001	6.76429e-10
4	-0.0612636	0.009	0.00900001	1.30034e-08	0.00900001	1.39824e-09
5	-0.0819094	0.01	0.01	1.29523e-08	0.01	1.75453e-09
6	-0.109513	0.011	0.011	1.29112e-08	0.011	1.97658e-09
7	-0.146419	0.012	0.012	1.28789e-08	0.012	2.12532e-09
8	-0.195762	0.013	0.013	1.28529e-08	0.013	2.23128e-09
9	-0.261734	0.014	0.014	1.283e-08	0.014	2.30952e-09
10	-0.349938	0.015	0.015	1.28073e-08	0.015	2.36678e-09
11	-0.467867	0.016	0.016	1.27829e-08	0.016	2.40679e-09
12	-0.625538	0.017	0.017	1.27561e-08	0.017	2.4323e-09
13	-0.836344	0.018	0.018	1.27276e-08	0.018	2.44681e-09
14	-1.11819	0.019	0.019	1.27008e-08	0.019	2.45552e-09
15	-1.49502	0.02	0.02	1.27213e-08	0.02	2.50559e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.46585e-08	0.00100001	4.87924e-12
2	-0.008022	0.002	0.00200001	1.34083e-08	0.00200001	3.67348e-10
3	-0.0107254	0.003	0.00300001	1.32864e-08	0.00300001	1.49061e-09
4	-0.0143399	0.004	0.00400001	1.3183e-08	0.00400001	2.35247e-09
5	-0.0191724	0.005	0.00500001	1.30932e-08	0.00500001	2.97784e-09
6	-0.0256335	0.006	0.00600001	1.30139e-08	0.00600001	3.38307e-09
7	-0.034272	0.007	0.00700001	1.29444e-08	0.00700001	3.6325e-09
8	-0.0458217	0.008	0.00800001	1.28858e-08	0.00800001	3.79928e-09
9	-0.0612636	0.009	0.00900001	1.2839e-08	0.00900001	3.92299e-09
10	-0.0819094	0.01	0.01	1.28036e-08	0.01	4.01904e-09
11	-0.109513	0.011	0.011	1.27769e-08	0.011	4.09328e-09
12	-0.146419	0.012	0.012	1.2755e-08	0.012	4.15017e-09
13	-0.195762	0.013	0.013	1.2734e-08	0.013	4.19238e-09
14	-0.261734	0.014	0.014	1.2711e-08	0.014	4.2213e-09
15	-0.349938	0.015	0.015	1.26843e-08	0.015	4.2382e-09
16	-0.467867	0.016	0.016	1.26537e-08	0.016	4.24471e-09
17	-0.625538	0.017	0.017	1.26205e-08	0.017	4.24328e-09
18	-0.836344	0.018	0.018	1.25873e-08	0.018	4.23729e-09
19	-1.11819	0.019	0.019	1.2563e-08	0.019	4.23611e-09
20	-1.49502	0.02	0.02	1.26626e-08	0.02	4.35588e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.0107254	0.003	0.00300002	1.94553e-08	0	0.00300002
2	-0.0143399	0.004	0.00400002	1.60851e-08	0.00400002	7.56486e-13
3	-0.0191724	0.005	0.00500001	1.40628e-08	0.00500001	7.11614e-13
4	-0.0256335	0.006	0.00600001	1.34715e-08	0.00600001	7.81564e-10
5	-0.034272	0.007	0.00700001	1.33784e-08	0.00700001	1.59381e-09
6	-0.0458217	0.008	0.00800001	1.32989e-08	0.00800001	2.05384e-09
7	-0.0612636	0.009	0.00900001	1.32301e-08	0.00900001	2.31021e-09
8	-0.0819094	0.01	0.01	1.31712e-08	0.01	2.4703e-09
9	-0.109513	0.011	0.011	1.31225e-08	0.011	2.57764e-09
10	-0.146419	0.012	0.012	1.30842e-08	0.012	2.65343e-09
11	-0.195762	0.013	0.013	1.30548e-08	0.013	2.71083e-09
12	-0.261734	0.014	0.014	1.30314e-08	0.014	2.7562e-09
13	-0.349938	0.015	0.015	1.30108e-08	0.015	2.79159e-09
14	-0.467867	0.016	0.016	1.29903e-08	0.016	2.81744e-09
15	-0.625538	0.017	0.017	1.29683e-08	0.017	2.83421e-09
16	-0.836344	0.018	0.018	1.29454e-08	0.018	2.84398e-09
17	-1.11819	0.019	0.019	1.29358e-08	0.019	2.8618e-09
18	-1.49502	0.02	0.02	1.30853e-08	0.02	3.03467e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.21418e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.19961e-08	0	0.00200001
3	-0.0107254	0.003	0.00300001	1.18736e-08	0	0.00300001
4	-0.0143399	0.004	0.00400001	1.177e-08	0	0.00400001
5	-0.0191724	0.005	0.00500001	1.16816e-08	0	0.00500001
6	-0.0256335	0.006	0.00600001	1.16045e-08	0	0.00600001
7	-0.034272	0.007	0.00700001	1.15361e-08	0	0.00700001
8	-0.0458217	0.008	0.00800001	1.14758e-08	0	0.00800001
9	-0.0612636	0.009	0.00900001	1.14247e-08	0	0.00900001
10	-0.0819094	0.01	0.01	1.13841e-08	0	0.01
11	-0.109513	0.011	0.011	1.13537e-08	0	0.011
12	-0.146419	0.012	0.012	1.13312e-08	0	0.012
13	-0.195762	0.013	0.013	1.13131e-08	0	0.013
14	-0.261734	0.014	0.014	1.12954e-08	0	0.014
15	-0.349938	0.015	0.015	1.12753e-08	0	0.015
16	-0.467867	0.016	0.016	1.12513e-08	0	0.016
17	-0.625538	0.017	0.017	1.12239e-08	0	0.017
18	-0.836344	0.018	0.018	1.11943e-08	0	0.018
19	-1.11819	0.019	0.019	1.11643e-08	0	0.019
20	-1.49502	0.02	0.02	1.11366e-08	0	0.02
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.4212e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.40544e-08	0	0.00200001
3	-0.0107254	0.003	0.00300001	1.39231e-08	0	0.00300001
4	-0.0143399	0.004	0.00400001	1.38126e-08	0	0.00400001
5	-0.0191724	0.005	0.00500001	1.37176e-08	0	0.00500001
6	-0.0256335	0.006	0.00600001	1.36341e-08	0	0.00600001
7	-0.034272	0.007	0.00700001	1.35604e-08	0	0.00700001
8	-0.0458217	0.008	0.00800001	1.34971e-08	0	0.00800001
9	-0.0612636	0.009	0.00900001	1.34451e-08	0	0.00900001
10	-0.0819094	0.01	0.01	1.34041e-08	0	0.01
11	-0.109513	0.011	0.011	1.33717e-08	0	0.011
12	-0.146419	0.012	0.012	1.33449e-08	0	0.012
13	-0.195762	0.013	0.013	1.332e-08	0	0.013
14	-0.261734	0.014	0.014	1.32942e-08	0	0.014
15	-0.349938	0.015	0.015	1.32655e-08	0	0.015
16	-0.467867	0.016	0.016	1.32336e-08	0	0.016
17	-0.625538	0.017	0.017	1.31994e-08	0	0.017
18	-0.836344	0.018	0.018	1.31651e-08	0	0.018
19	-1.11819	0.019	0.019	1.31363e-08	0	0.019
20	-1.49502	0.02	0.02	1.31968e-08	0	0.02
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.36312e-08	0.00100001	6.12965e-13
2	-0.008022	0.002	0.00200001	1.22233e-08	0.00200001	1.00311e-12
3	-0.0107254	0.003	0.00300001	1.19916e-08	0.00300001	8.8618e-10
4	-0.0143399	0.004	0.00400001	1.18603e-08	0.00400001	1.65526e-09
5	-0.0191724	0.005	0.00500001	1.17513e-08	0.00500001	2.2598e-09
6	-0.0256335	0.006	0.00600001	1.16598e-08	0.00600001	2.70377e-09
7	-0.034272	0.007	0.00700001	1.15818e-08	0.00700001	2.99952e-09
8	-0.0458217	0.008	0.00800001	1.15138e-08	0.00800001	3.18863e-09
9	-0.0612636	0.009	0.00900001	1.14547e-08	0.00900001	3.31429e-09
10	-0.0819094	0.01	0.01	1.14046e-08	0.01	3.40268e-09
11	-0.109513	0.011	0.011	1.13645e-08	0.011	3.46792e-09
12	-0.146419	0.012	0.012	1.13338e-08	0.012	3.51833e-09
13	-0.195762	0.013	0.013	1.13102e-08	0.013	3.55886e-09
14	-0.261734	0.014	0.014	1.12908e-08	0.014	3.59139e-09
15	-0.349938	0.015	0.015	1.12727e-08	0.015	3.61617e-09
16	-0.467867	0.016	0.016	1.12537e-08	0.016	3.6332e-09
17	-0.625538	0.017	0.017	1.12327e-08	0.017	3.64291e-09
18	-0.836344	0.018	0.018	1.12108e-08	0.018	3.64696e-09
19	-1.11819	0.019	0.019	1.1199e-08	0.019	3.65742e-09
20	-1.49502	0.02	0.02	1.13776e-08	0.02	3.85535e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.32264e-08	0.00100001	6.54369e-10
2	-0.008022	0.002	0.00200001	1.30873e-08	0.00200001	1.76653e-09
3	-0.0107254	0.003	0.00300001	1.29688e-08	0.00300001	2.6648e-09
4	-0.0143399	0.004	0.00400001	1.28667e-08	0.00400001	3.39096e-09
5	-0.0191724	0.005	0.00500001	1.27792e-08	0.00500001	3.95657e-09
6	-0.0256335	0.006	0.00600001	1.27022e-08	0.00600001	4.3587e-09
7	-0.034272	0.007	0.00700001	1.26339e-08	0.00700001	4.62017e-09
8	-0.0458217	0.008	0.00800001	1.2574e-08	0.00800001	4.79216e-09
9	-0.0612636	0.009	0.00900001	1.25233e-08	0.00900001	4.91394e-09
10	-0.0819094	0.01	0.01	1.24821e-08	0.01	5.00562e-09
11	-0.109513	0.011	0.011	1.24497e-08	0.011	5.07618e-09
12	-0.146419	0.012	0.012	1.24238e-08	0.012	5.13088e-09
13	-0.195762	0.013	0.013	1.24012e-08	0.013	5.17266e-09
14	-0.261734	0.014	0.014	1.23785e-08	0.014	5.20267e-09
15	-0.349938	0.015	0.015	1.23535e-08	0.015	5.22153e-09
16	-0.467867	0.016	0.016	1.23251e-08	0.016	5.23041e-09
17	-0.625538	0.017	0.017	1.22942e-08	0.017	5.23121e-09
18	-0.836344	0.018	0.018	1.22624e-08	0.018	5.22655e-09
19	-1.11819	0.019	0.019	1.22324e-08	0.019	5.21967e-09
20	-1.49502	0.02	0.02	1.22302e-08	0.02	5.23742e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.44224e-08	0.00100001	2.44374e-09
2	-0.008022	0.002	0.00200001	1.42787e-08	0.00200001	3.25835e-09
3	-0.0107254	0.003	0.00300001	1.41571e-08	0.00300001	3.94664e-09
4	-0.0143399	0.004	0.00400001	1.4053e-08	0.00400001	4.51554e-09
5	-0.0191724	0.005	0.00500001	1.39619e-08	0.00500001	4.95905e-09
6	-0.0256335	0.006	0.00600001	1.38814e-08	0.00600001	5.27286e-09
7	-0.034272	0.007	0.00700001	1.38112e-08	0.00700001	5.4837e-09
8	-0.0458217	0.008	0.00800001	1.37521e-08	0.00800001	5.6327e-09
9	-0.0612636	0.009	0.00900001	1.37041e-08	0.00900001	5.74636e-09
10	-0.0819094	0.01	0.01	1.36654e-08	0.01	5.8363e-09
11	-0.109513	0.011	0.011	1.36335e-08	0.011	5.90669e-09
12	-0.146419	0.012	0.012	1.36053e-08	0.012	5.96009e-09
13	-0.195762	0.013	0.013	1.35774e-08	0.013	5.9984e-09
14	-0.261734	0.014	0.014	1.35473e-08	0.014	6.02295e-09
15	-0.349938	0.015	0.015	1.35138e-08	0.015	6.03537e-09
16	-0.467867	0.016	0.016	1.34771e-08	0.016	6.03773e-09
17	-0.625538	0.017	0.017	1.34386e-08	0.017	6.03269e-09
18	-0.836344	0.018	0.018	1.34007e-08	0.018	6.02348e-09
19	-1.11819	0.019	0.019	1.33711e-08	0.019	6.01852e-09
20	-1.49502	0.02	0.02	1.34418e-08	0.02	6.11062e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.46965e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.45705e-08	0	0.00200001
3	-0.0107254	0.003	0.00300001	1.44627e-08	0	0.00300001
4	-0.0143399	0.004	0.00400001	1.43692e-08	0	0.00400001
5	-0.0191724	0.005	0.00500001	1.42872e-08	0	0.00500001
6	-0.0256335	0.006	0.00600001	1.42161e-08	0	0.00600001
7	-0.034272	0.007	0.00700001	1.41557e-08	0	0.00700001
8	-0.0458217	0.008	0.00800001	1.41052e-08	0	0.00800001
9	-0.0612636	0.009	0.00900001	1.40626e-08	0	0.00900001
10	-0.0819094	0.01	0.01	1.40258e-08	0	0.01
11	-0.109513	0.011	0.011	1.39921e-08	0	0.011
12	-0.146419	0.012	0.012	1.39587e-08	0	0.012
13	-0.195762	0.013	0.013	1.39234e-08	0	0.013
14	-0.261734	0.014	0.014	1.38856e-08	0	0.014
15	-0.349938	0.015	0.015	1.38455e-08	0	0.015
16	-0.467867	0.016	0.016	1.38039e-08	0	0.016
17	-0.625538	0.017	0.017	1.37618e-08	0	0.017
18	-0.836344	0.018	0.018	1.37207e-08	0	0.018
19	-1.11819	0.019	0.019	1.36847e-08	0	0.019
20	-1.49502	0.02	0.02	1.37099e-08	0	0.02
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.25715e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.24485e-08	0	0.00200001
3	-0.0107254	0.003	0.00300001	1.23417e-08	0	0.00300001
4	-0.0143399	0.004	0.00400001	1.22484e-08	0	0.00400001
5	-0.0191724	0.005	0.00500001	1.21659e-08	0	0.00500001
6	-0.0256335	0.006	0.00600001	1.20915e-08	0	0.00600001
7	-0.034272	0.007	0.00700001	1.20241e-08	0	0.00700001
8	-0.0458217	0.008	0.00800001	1.1964e-08	0	0.00800001
9	-0.0612636	0.009	0.00900001	1.1913e-08	0	0.00900001
10	-0.0819094	0.01	0.01	1.18723e-08	0	0.01
11	-0.109513	0.011	0.011	1.18411e-08	0	0.011
12	-0.146419	0.012	0.012	1.18165e-08	0	0.012
13	-0.195762	0.013	0.013	1.1795e-08	0	0.013
14	-0.261734	0.014	0.014	1.17732e-08	0	0.014
15	-0.349938	0.015	0.015	1.17491e-08	0	0.015
16	-0.467867	0.016	0.016	1.17215e-08	0	0.016
17	-0.625538	0.017	0.017	1.16909e-08	0	0.017
18	-0.836344	0.018	0.018	1.16589e-08	0	0.018
19	-1.11819	0.019	0.019	1.16337e-08	0	0.019
20	-1.49502	0.02	0.02	1.16862e-08	0	0.02
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100002	1.69731e-08	0	0.00100002
2	-0.008022	0.002	0.00200001	1.44011e-08	0	0.00200001
3	-0.0107254	0.003	0.00300001	1.30296e-08	0.00300001	3.62327e-10
4	-0.0143399	0.004	0.00400001	1.29236e-08	0.00400001	1.5584e-09
5	-0.0191724	0.005	0.00500001	1.28331e-08	0.00500001	2.46638e-09
6	-0.0256335	0.006	0.00600001	1.27544e-08	0.00600001	3.12825e-09
7	-0.034272	0.007	0.00700001	1.26855e-08	0.00700001	3.56322e-09
8	-0.0458217	0.008	0.00800001	1.26239e-08	0.00800001	3.82902e-09
9	-0.0612636	0.009	0.00900001	1.25691e-08	0.00900001	3.99934e-09
10	-0.0819094	0.01	0.01	1.25221e-08	0.01	4.117e-09
11	-0.109513	0.011	0.011	1.24836e-08	0.011	4.20199e-09
12	-0.146419	0.012	0.012	1.24529e-08	0.012	4.26527e-09
13	-0.195762	0.013	0.013	1.24277e-08	0.013	4.31372e-09
14	-0.261734	0.014	0.014	1.24053e-08	0.014	4.35076e-09
15	-0.349938	0.015	0.015	1.23831e-08	0.015	4.37763e-09
16	-0.467867	0.016	0.016	1.23593e-08	0.016	4.39498e-09
17	-0.625538	0.017	0.017	1.23332e-08	0.017	4.40363e-09
18	-0.836344	0.018	0.018	1.23052e-08	0.018	4.40517e-09
19	-1.11819	0.019	0.019	1.22771e-08	0.019	4.40214e-09
20	-1.49502	0.02	0.02	1.22668e-08	0.02	4.41343e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100002	1.52051e-08	0.00100002	3.78543e-12
2	-0.008022	0.002	0.00200001	1.34315e-08	0.00200001	3.1859e-12
3	-0.0107254	0.003	0.00300001	1.30127e-08	0.00300001	9.10096e-10
4	-0.0143399	0.004	0.00400001	1.29182e-08	0.00400001	1.80255e-09
5	-0.0191724	0.005	0.00500001	1.28354e-08	0.00500001	2.40108e-09
6	-0.0256335	0.006	0.00600001	1.27623e-08	0.00600001	2.75754e-09
7	-0.034272	0.007	0.00700001	1.2699e-08	0.00700001	2.97481e-09
8	-0.0458217	0.008	0.00800001	1.26476e-08	0.00800001	3.12527e-09
9	-0.0612636	0.009	0.00900001	1.26081e-08	0.00900001	3.23893e-09
10	-0.0819094	0.01	0.01	1.25788e-08	0.01	3.32658e-09
11	-0.109513	0.011	0.011	1.25565e-08	0.011	3.3939e-09
12	-0.146419	0.012	0.012	1.25371e-08	0.012	3.44511e-09
13	-0.195762	0.013	0.013	1.25169e-08	0.013	3.48217e-09
14	-0.261734	0.014	0.014	1.24937e-08	0.014	3.5064e-09
15	-0.349938	0.015	0.015	1.24665e-08	0.015	3.51933e-09
16	-0.467867	0.016	0.016	1.24358e-08	0.016	3.52286e-09
17	-0.625538	0.017	0.017	1.24032e-08	0.017	3.51956e-09
18	-0.836344	0.018	0.018	1.23709e-08	0.018	3.5124e-09
19	-1.11819	0.019	0.019	1.23483e-08	0.019	3.51155e-09
20	-1.49502	0.02	0.02	1.24814e-08	0.02	3.66352e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.34184e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.32941e-08	0	0.00200001
3	-0.0107254	0.003	0.00300001	1.31862e-08	0	0.00300001
4	-0.0143399	0.004	0.00400001	1.30922e-08	0	0.00400001
5	-0.0191724	0.005	0.00500001	1.30094e-08	0	0.00500001
6	-0.0256335	0.006	0.00600001	1.29349e-08	0	0.00600001
7	-0.034272	0.007	0.00700001	1.28671e-08	0	0.00700001
8	-0.0458217	0.008	0.00800001	1.28062e-08	0	0.00800001
9	-0.0612636	0.009	0.00900001	1.27537e-08	0	0.00900001
10	-0.0819094	0.01	0.01	1.27108e-08	0	0.01
11	-0.109513	0.011	0.011	1.26767e-08	0	0.011
12	-0.146419	0.012	0.012	1.2649e-08	0	0.012
13	-0.195762	0.013	0.013	1.26247e-08	0	0.013
14	-0.261734	0.014	0.014	1.26004e-08	0	0.014
15	-0.349938	0.015	0.015	1.25741e-08	0	0.015
16	-0.467867	0.016	0.016	1.25448e-08	0	0.016
17	-0.625538	0.017	0.017	1.25128e-08	0	0.017
18	-0.836344	0.018	0.018	1.24799e-08	0	0.018
19	-1.11819	0.019	0.019	1.24507e-08	0	0.019
20	-1.49502	0.02	0.02	1.24863e-08	0	0.02
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.34751e-08	0.00100001	5.97719e-09
2	-0.008022	0.002	0.00200001	1.33488e-08	0.00200001	6.28357e-09
3	-0.0107254	0.003	0.00300001	1.32417e-08	0.00300001	6.56796e-09
4	-0.0143399	0.004	0.00400001	1.315e-08	0.00400001	6.82524e-09
5	-0.0191724	0.005	0.00500001	1.3069e-08	0.00500001	7.04616e-09
6	-0.0256335	0.006	0.00600001	1.2997e-08	0.00600001	7.22355e-09
7	-0.034272	0.007	0.00700001	1.29342e-08	0.00700001	7.35902e-09
8	-0.0458217	0.008	0.00800001	1.28818e-08	0.00800001	7.46337e-09
9	-0.0612636	0.009	0.00900001	1.28407e-08	0.00900001	7.54804e-09
10	-0.0819094	0.01	0.01	1.28095e-08	0.01	7.61975e-09
11	-0.109513	0.011	0.011	1.27855e-08	0.011	7.68051e-09
12	-0.146419	0.012	0.012	1.2765e-08	0.012	7.72988e-09
13	-0.195762	0.013	0.013	1.27447e-08	0.013	7.76722e-09
14	-0.261734	0.014	0.014	1.27218e-08	0.014	7.7924e-09
15	-0.349938	0.015	0.015	1.26953e-08	0.015	7.80624e-09
16	-0.467867	0.016	0.016	1.26651e-08	0.016	7.81024e-09
17	-0.625538	0.017	0.017	1.26325e-08	0.017	7.80689e-09
18	-0.836344	0.018	0.018	1.25998e-08	0.018	7.79923e-09
19	-1.11819	0.019	0.019	1.25769e-08	0.019	7.79816e-09
20	-1.49502	0.02	0.02	1.26933e-08	0.02	7.93333e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.38266e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.36666e-08	0	0.00200001
3	-0.0107254	0.003	0.00300001	1.35321e-08	0	0.00300001
4	-0.0143399	0.004	0.00400001	1.3418e-08	0	0.00400001
5	-0.0191724	0.005	0.00500001	1.33199e-08	0	0.00500001
6	-0.0256335	0.006	0.00600001	1.3234e-08	0	0.00600001
7	-0.034272	0.007	0.00700001	1.31578e-08	0	0.00700001
8	-0.0458217	0.008	0.00800001	1.30912e-08	0	0.00800001
9	-0.0612636	0.009	0.00900001	1.30353e-08	0	0.00900001
10	-0.0819094	0.01	0.01	1.29914e-08	0	0.01
11	-0.109513	0.011	0.011	1.29586e-08	0	0.011
12	-0.146419	0.012	0.012	1.29337e-08	0	0.012
13	-0.195762	0.013	0.013	1.29128e-08	0	0.013
14	-0.261734	0.014	0.014	1.2892e-08	0	0.014
15	-0.349938	0.015	0.015	1.28688e-08	0	0.015
16	-0.467867	0.016	0.016	1.28422e-08	0	0.016
17	-0.625538	0.017	0.017	1.28127e-08	0	0.017
18	-0.836344	0.018	0.018	1.2784e-08	0	0.018
19	-1.11819	0.019	0.019	1.27892e-08	0	0.019
20	-1.49502	0.02	0.02	1.32936e-08	0	0.02
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.2226e-08	0.00100001	1.81288e-10
2	-0.008022	0.002	0.00200001	1.20208e-08	0.00200001	1.10798e-09
3	-0.0107254	0.003	0.00300001	1.18568e-08	0.00300001	1.87862e-09
4	-0.0143399	0.004	0.00400001	1.17223e-08	0.00400001	2.52083e-09
5	-0.0191724	0.005	0.00500001	1.16113e-08	0.00500001	3.04475e-09
6	-0.0256335	0.006	0.00600001	1.1519e-08	0.00600001	3.44758e-09
7	-0.034272	0.007	0.00700001	1.14406e-08	0.00700001	3.7298e-09
8	-0.0458217	0.008	0.00800001	1.13729e-08	0.00800001	3.9167e-09
9	-0.0612636	0.009	0.00900001	1.13145e-08	0.00900001	4.04312e-09
10	-0.0819094	0.01	0.01	1.12659e-08	0.01	4.1341e-09
11	-0.109513	0.011	0.011	1.12285e-08	0.011	4.20374e-09
12	-0.146419	0.012	0.012	1.12013e-08	0.012	4.25936e-09
13	-0.195762	0.013	0.013	1.11817e-08	0.013	4.30492e-09
14	-0.261734	0.014	0.014	1.11659e-08	0.014	4.34163e-09
15	-0.349938	0.015	0.015	1.11503e-08	0.015	4.36925e-09
16	-0.467867	0.016	0.016	1.11326e-08	0.016	4.38786e-09
17	-0.625538	0.017	0.017	1.11119e-08	0.017	4.39793e-09
18	-0.836344	0.018	0.018	1.10888e-08	0.018	4.40082e-09
19	-1.11819	0.019	0.019	1.1066e-08	0.019	4.40047e-09
20	-1.49502	0.02	0.02	1.10771e-08	0.02	4.43084e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.33741e-08	0.00100001	1.95467e-10
2	-0.008022	0.002	0.00200001	1.32026e-08	0.00200001	1.24464e-09
3	-0.0107254	0.003	0.00300001	1.3063e-08	0.00300001	2.10717e-09
4	-0.0143399	0.004	0.00400001	1.29465e-08	0.00400001	2.81244e-09
5	-0.0191724	0.005	0.00500001	1.28478e-08	0.00500001	3.36629e-09
6	-0.0256335	0.006	0.00600001	1.27621e-08	0.00600001	3.76415e-09
7	-0.034272	0.007	0.00700001	1.26866e-08	0.00700001	4.0245e-09
8	-0.0458217	0.008	0.00800001	1.26205e-08	0.00800001	4.19509e-09
9	-0.0612636	0.009	0.00900001	1.25652e-08	0.00900001	4.31611e-09
10	-0.0819094	0.01	0.01	1.25216e-08	0.01	4.40864e-09
11	-0.109513	0.011	0.011	1.24884e-08	0.011	4.48118e-09
12	-0.146419	0.012	0.012	1.24626e-08	0.012	4.53794e-09
13	-0.195762	0.013	0.013	1.24403e-08	0.013	4.58159e-09
14	-0.261734	0.014	0.014	1.2418e-08	0.014	4.61324e-09
15	-0.349938	0.015	0.015	1.23934e-08	0.015	4.63355e-09
16	-0.467867	0.016	0.016	1.23651e-08	0.016	4.64344e-09
17	-0.625538	0.017	0.017	1.23333e-08	0.017	4.64411e-09
18	-0.836344	0.018	0.018	1.22987e-08	0.018	4.63743e-09
19	-1.11819	0.019	0.019	1.22601e-08	0.019	4.62253e-09
20	-1.49502	0.02	0.02	1.21866e-08	0.02	4.56958e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.008022	0.002	0.00200002	1.69922e-08	0.00200002	3.32839e-12
2	-0.0107254	0.003	0.00300001	1.40739e-08	0.00300001	4.73872e-12
3	-0.0143399	0.004	0.00400001	1.25606e-08	0.00400001	3.16358e-10
4	-0.0191724	0.005	0.00500001	1.24447e-08	0.00500001	1.49335e-09
5	-0.0256335	0.006	0.00600001	1.23483e-08	0.00600001	2.31442e-09
6	-0.034272	0.007	0.00700001	1.22661e-08	0.00700001	2.83328e-09
7	-0.0458217	0.008	0.00800001	1.21952e-08	0.00800001	3.13411e-09
8	-0.0612636	0.009	0.00900001	1.21346e-08	0.00900001	3.31932e-09
9	-0.0819094	0.01	0.01	1.20843e-08	0.01	3.44427e-09
10	-0.109513	0.011	0.011	1.20449e-08	0.011	3.53361e-09
11	-0.146419	0.012	0.012	1.20155e-08	0.012	3.60052e-09
12	-0.195762	0.013	0.013	1.19934e-08	0.013	3.65308e-09
13	-0.261734	0.014	0.014	1.19751e-08	0.014	3.69449e-09
14	-0.349938	0.015	0.015	1.1957e-08	0.015	3.72551e-09
15	-0.467867	0.016	0.016	1.19369e-08	0.016	3.74636e-09
