3e-09	3e-08	2000	4000	2000	1.5e-12
12	-0.146419	0.012	0.012	1.17869e-08	0.012	4.14891e-09
13	-0.195762	0.013	0.013	1.17655e-08	0.013	4.18631e-09
14	-0.261734	0.014	0.014	1.17431e-08	0.014	4.21233e-09
15	-0.349938	0.015	0.015	1.17181e-08	0.015	4.22783e-09
16	-0.467867	0.016	0.016	1.16896e-08	0.016	4.23388e-09
17	-0.625538	0.017	0.017	1.16588e-08	0.017	4.23258e-09
18	-0.836344	0.018	0.018	1.16277e-08	0.018	4.22667e-09
19	-1.11819	0.019	0.019	1.16046e-08	0.019	4.22536e-09
20	-1.49502	0.02	0.02	1.17066e-08	0.02	4.34626e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.45153e-08	0.00100001	3.34863e-09
2	-0.008022	0.002	0.00200001	1.44011e-08	0.00200001	4.01413e-09
3	-0.0107254	0.003	0.00300001	1.43009e-08	0.00300001	4.58297e-09
4	-0.0143399	0.004	0.00400001	1.42117e-08	0.00400001	5.05367e-09
5	-0.0191724	0.005	0.00500001	1.41303e-08	0.00500001	5.41739e-09
6	-0.0256335	0.006	0.00600001	1.40559e-08	0.00600001	5.67502e-09
7	-0.034272	0.007	0.00700001	1.39892e-08	0.00700001	5.85263e-09
8	-0.0458217	0.008	0.00800001	1.39318e-08	0.00800001	5.98158e-09
9	-0.0612636	0.009	0.00900001	1.38845e-08	0.00900001	6.08189e-09
10	-0.0819094	0.01	0.01	1.3846e-08	0.01	6.16225e-09
11	-0.109513	0.011	0.011	1.3814e-08	0.011	6.22552e-09
12	-0.146419	0.012	0.012	1.37852e-08	0.012	6.27363e-09
13	-0.195762	0.013	0.013	1.37566e-08	0.013	6.3078e-09
14	-0.261734	0.014	0.014	1.37259e-08	0.014	6.32916e-09
15	-0.349938	0.015	0.015	1.36918e-08	0.015	6.33903e-09
16	-0.467867	0.016	0.016	1.36543e-08	0.016	6.339e-09
17	-0.625538	0.017	0.017	1.36149e-08	0.017	6.33171e-09
18	-0.836344	0.018	0.018	1.35776e-08	0.018	6.32201e-09
19	-1.11819	0.019	0.019	1.3568e-08	0.019	6.33613e-09
20	-1.49502	0.02	0.02	1.39252e-08	0.02	6.71394e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.30461e-08	0.00100001	1.49643e-09
2	-0.008022	0.002	0.00200001	1.2886e-08	0.00200001	2.33447e-09
3	-0.0107254	0.003	0.00300001	1.27518e-08	0.00300001	3.03995e-09
4	-0.0143399	0.004	0.00400001	1.26389e-08	0.00400001	3.63283e-09
5	-0.0191724	0.005	0.00500001	1.25431e-08	0.00500001	4.11563e-09
6	-0.0256335	0.006	0.00600001	1.24603e-08	0.00600001	4.48125e-09
7	-0.034272	0.007	0.00700001	1.23876e-08	0.00700001	4.73406e-09
8	-0.0458217	0.008	0.00800001	1.23232e-08	0.00800001	4.90293e-09
9	-0.0612636	0.009	0.00900001	1.22682e-08	0.00900001	5.02114e-09
10	-0.0819094	0.01	0.01	1.22242e-08	0.01	5.11029e-09
11	-0.109513	0.011	0.011	1.21916e-08	0.011	5.18136e-09
12	-0.146419	0.012	0.012	1.21681e-08	0.012	5.23927e-09
13	-0.195762	0.013	0.013	1.21499e-08	0.013	5.28593e-09
14	-0.261734	0.014	0.014	1.21329e-08	0.014	5.32169e-09
15	-0.349938	0.015	0.015	1.2114e-08	0.015	5.34659e-09
16	-0.467867	0.016	0.016	1.20916e-08	0.016	5.36112e-09
17	-0.625538	0.017	0.017	1.20656e-08	0.017	5.36655e-09
18	-0.836344	0.018	0.018	1.20373e-08	0.018	5.36517e-09
19	-1.11819	0.019	0.019	1.20101e-08	0.019	5.36078e-09
20	-1.49502	0.02	0.02	1.2017e-08	0.02	5.38741e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.32213e-08	0.00100001	2.04936e-09
2	-0.008022	0.002	0.00200001	1.30681e-08	0.00200001	2.79436e-09
3	-0.0107254	0.003	0.00300001	1.29395e-08	0.00300001	3.42966e-09
4	-0.0143399	0.004	0.00400001	1.28311e-08	0.00400001	3.96228e-09
5	-0.0191724	0.005	0.00500001	1.2738e-08	0.00500001	4.38702e-09
6	-0.0256335	0.006	0.00600001	1.26563e-08	0.00600001	4.6968e-09
7	-0.034272	0.007	0.00700001	1.25838e-08	0.00700001	4.90676e-09
8	-0.0458217	0.008	0.00800001	1.25208e-08	0.00800001	5.05116e-09
9	-0.0612636	0.009	0.00900001	1.24685e-08	0.00900001	5.15786e-09
10	-0.0819094	0.01	0.01	1.24269e-08	0.01	5.24164e-09
11	-0.109513	0.011	0.011	1.23943e-08	0.011	5.30818e-09
12	-0.146419	0.012	0.012	1.23676e-08	0.012	5.36012e-09
13	-0.195762	0.013	0.013	1.23435e-08	0.013	5.39932e-09
14	-0.261734	0.014	0.014	1.2319e-08	0.014	5.4268e-09
15	-0.349938	0.015	0.015	1.22921e-08	0.015	5.44333e-09
16	-0.467867	0.016	0.016	1.2262e-08	0.016	5.44995e-09
17	-0.625538	0.017	0.017	1.22289e-08	0.017	5.44833e-09
18	-0.836344	0.018	0.018	1.21947e-08	0.018	5.44119e-09
19	-1.11819	0.019	0.019	1.21645e-08	0.019	5.43401e-09
20	-1.49502	0.02	0.02	1.21892e-08	0.02	5.47871e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.008022	0.002	0.00200002	1.7913e-08	0	0.00200002
2	-0.0107254	0.003	0.00300001	1.4664e-08	0.00300001	8.08993e-13
3	-0.0143399	0.004	0.00400001	1.2716e-08	0.00400001	1.074e-12
4	-0.0191724	0.005	0.00500001	1.21479e-08	0.00500001	7.87953e-10
5	-0.0256335	0.006	0.00600001	1.20603e-08	0.00600001	1.64811e-09
6	-0.034272	0.007	0.00700001	1.19859e-08	0.00700001	2.18424e-09
7	-0.0458217	0.008	0.00800001	1.19213e-08	0.00800001	2.4914e-09
8	-0.0612636	0.009	0.00900001	1.18651e-08	0.00900001	2.67735e-09
9	-0.0819094	0.01	0.01	1.18175e-08	0.01	2.79994e-09
10	-0.109513	0.011	0.011	1.17794e-08	0.011	2.8853e-09
11	-0.146419	0.012	0.012	1.17509e-08	0.012	2.94863e-09
12	-0.195762	0.013	0.013	1.17303e-08	0.013	2.99883e-09
13	-0.261734	0.014	0.014	1.17144e-08	0.014	3.03957e-09
14	-0.349938	0.015	0.015	1.16998e-08	0.015	3.07145e-09
15	-0.467867	0.016	0.016	1.16837e-08	0.016	3.09421e-09
16	-0.625538	0.017	0.017	1.16651e-08	0.017	3.10827e-09
17	-0.836344	0.018	0.018	1.16439e-08	0.018	3.11451e-09
18	-1.11819	0.019	0.019	1.16215e-08	0.019	3.1157e-09
19	-1.49502	0.02	0.02	1.16088e-08	0.02	3.12302e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.41729e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.38466e-08	0	0.00200001
3	-0.0107254	0.003	0.00300001	1.35901e-08	0	0.00300001
4	-0.0143399	0.004	0.00400001	1.3385e-08	0	0.00400001
5	-0.0191724	0.005	0.00500001	1.32187e-08	0	0.00500001
6	-0.0256335	0.006	0.00600001	1.30827e-08	0	0.00600001
7	-0.034272	0.007	0.00700001	1.297e-08	0	0.00700001
8	-0.0458217	0.008	0.00800001	1.28747e-08	0	0.00800001
9	-0.0612636	0.009	0.00900001	1.27935e-08	0	0.00900001
10	-0.0819094	0.01	0.01	1.27252e-08	0	0.01
11	-0.109513	0.011	0.011	1.26699e-08	0	0.011
12	-0.146419	0.012	0.012	1.26269e-08	0	0.012
13	-0.195762	0.013	0.013	1.25938e-08	0	0.013
14	-0.261734	0.014	0.014	1.25667e-08	0	0.014
15	-0.349938	0.015	0.015	1.25417e-08	0	0.015
16	-0.467867	0.016	0.016	1.2516e-08	0	0.016
17	-0.625538	0.017	0.017	1.24884e-08	0	0.017
18	-0.836344	0.018	0.018	1.24594e-08	0	0.018
19	-1.11819	0.019	0.019	1.24379e-08	0	0.019
20	-1.49502	0.02	0.02	1.25152e-08	0	0.02
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.35315e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.29604e-08	0.00200001	7.95716e-10
3	-0.0107254	0.003	0.00300001	1.2848e-08	0.00300001	1.78053e-09
4	-0.0143399	0.004	0.00400001	1.27526e-08	0.00400001	2.55853e-09
5	-0.0191724	0.005	0.00500001	1.26691e-08	0.00500001	3.13721e-09
6	-0.0256335	0.006	0.00600001	1.25955e-08	0.00600001	3.52311e-09
7	-0.034272	0.007	0.00700001	1.25307e-08	0.00700001	3.76607e-09
8	-0.0458217	0.008	0.00800001	1.24758e-08	0.00800001	3.92939e-09
9	-0.0612636	0.009	0.00900001	1.24311e-08	0.00900001	4.04917e-09
10	-0.0819094	0.01	0.01	1.23956e-08	0.01	4.14072e-09
11	-0.109513	0.011	0.011	1.23672e-08	0.011	4.21085e-09
12	-0.146419	0.012	0.012	1.23427e-08	0.012	4.26388e-09
13	-0.195762	0.013	0.013	1.23188e-08	0.013	4.30242e-09
14	-0.261734	0.014	0.014	1.22927e-08	0.014	4.32782e-09
15	-0.349938	0.015	0.015	1.22636e-08	0.015	4.34187e-09
16	-0.467867	0.016	0.016	1.22317e-08	0.016	4.34665e-09
17	-0.625538	0.017	0.017	1.21983e-08	0.017	4.34458e-09
18	-0.836344	0.018	0.018	1.2165e-08	0.018	4.33821e-09
19	-1.11819	0.019	0.019	1.21349e-08	0.019	4.33107e-09
20	-1.49502	0.02	0.02	1.2148e-08	0.02	4.36407e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.36651e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.35595e-08	0	0.00200001
3	-0.0107254	0.003	0.00300001	1.34664e-08	0	0.00300001
4	-0.0143399	0.004	0.00400001	1.33837e-08	0	0.00400001
5	-0.0191724	0.005	0.00500001	1.33091e-08	0	0.00500001
6	-0.0256335	0.006	0.00600001	1.32421e-08	0	0.00600001
7	-0.034272	0.007	0.00700001	1.31838e-08	0	0.00700001
8	-0.0458217	0.008	0.00800001	1.31354e-08	0	0.00800001
9	-0.0612636	0.009	0.00900001	1.30966e-08	0	0.00900001
10	-0.0819094	0.01	0.01	1.30659e-08	0	0.01
11	-0.109513	0.011	0.011	1.30403e-08	0	0.011
12	-0.146419	0.012	0.012	1.30166e-08	0	0.012
13	-0.195762	0.013	0.013	1.29917e-08	0	0.013
14	-0.261734	0.014	0.014	1.29634e-08	0	0.014
15	-0.349938	0.015	0.015	1.29313e-08	0	0.015
16	-0.467867	0.016	0.016	1.28959e-08	0	0.016
17	-0.625538	0.017	0.017	1.2859e-08	0	0.017
18	-0.836344	0.018	0.018	1.28233e-08	0	0.018
19	-1.11819	0.019	0.019	1.27982e-08	0	0.019
20	-1.49502	0.02	0.02	1.29202e-08	0	0.02
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.0143399	0.004	0.00400002	1.65705e-08	0.00400001	5.67283e-09
2	-0.0191724	0.005	0.00500001	1.4764e-08	0.00500001	4.66974e-09
3	-0.0256335	0.006	0.00600001	1.37771e-08	0.00600001	4.23624e-09
4	-0.034272	0.007	0.00700001	1.31326e-08	0.00700001	3.95104e-09
5	-0.0458217	0.008	0.00800001	1.26796e-08	0.00800001	3.74351e-09
6	-0.0612636	0.009	0.00900001	1.23507e-08	0.00900001	3.59519e-09
7	-0.0819094	0.01	0.01	1.21097e-08	0.01	3.49129e-09
8	-0.109513	0.011	0.011	1.1933e-08	0.011	3.41881e-09
9	-0.146419	0.012	0.012	1.18025e-08	0.012	3.36881e-09
10	-0.195762	0.013	0.013	1.17037e-08	0.013	3.33412e-09
11	-0.261734	0.014	0.014	1.16255e-08	0.014	3.30847e-09
12	-0.349938	0.015	0.015	1.15602e-08	0.015	3.28701e-09
13	-0.467867	0.016	0.016	1.15028e-08	0.016	3.2667e-09
14	-0.625538	0.017	0.017	1.14506e-08	0.017	3.24614e-09
15	-0.836344	0.018	0.018	1.14039e-08	0.018	3.2262e-09
16	-1.11819	0.019	0.019	1.13754e-08	0.019	3.22088e-09
17	-1.49502	0.02	0.02	1.15597e-08	0.02	3.42517e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.36393e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.35349e-08	0	0.00200001
3	-0.0107254	0.003	0.00300001	1.3443e-08	0	0.00300001
4	-0.0143399	0.004	0.00400001	1.33604e-08	0	0.00400001
5	-0.0191724	0.005	0.00500001	1.32852e-08	0	0.00500001
6	-0.0256335	0.006	0.00600001	1.32182e-08	0	0.00600001
7	-0.034272	0.007	0.00700001	1.31612e-08	0	0.00700001
8	-0.0458217	0.008	0.00800001	1.31157e-08	0	0.00800001
9	-0.0612636	0.009	0.00900001	1.30807e-08	0	0.00900001
10	-0.0819094	0.01	0.01	1.30537e-08	0	0.01
11	-0.109513	0.011	0.011	1.30311e-08	0	0.011
12	-0.146419	0.012	0.012	1.30092e-08	0	0.012
13	-0.195762	0.013	0.013	1.29849e-08	0	0.013
14	-0.261734	0.014	0.014	1.29566e-08	0	0.014
15	-0.349938	0.015	0.015	1.29241e-08	0	0.015
16	-0.467867	0.016	0.016	1.28881e-08	0	0.016
17	-0.625538	0.017	0.017	1.28502e-08	0	0.017
18	-0.836344	0.018	0.018	1.28133e-08	0	0.018
19	-1.11819	0.019	0.019	1.2785e-08	0	0.019
20	-1.49502	0.02	0.02	1.28737e-08	0	0.02
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100002	2.00937e-08	0	0.00100002
2	-0.008022	0.002	0.00200002	1.61795e-08	0	0.00200002
3	-0.0107254	0.003	0.00300001	1.41926e-08	0.00300001	2.30094e-10
4	-0.0143399	0.004	0.00400001	1.40302e-08	0.00400001	1.6241e-09
5	-0.0191724	0.005	0.00500001	1.39005e-08	0.00500001	2.64467e-09
6	-0.0256335	0.006	0.00600001	1.37922e-08	0.00600001	3.3653e-09
7	-0.034272	0.007	0.00700001	1.37003e-08	0.00700001	3.81889e-09
8	-0.0458217	0.008	0.00800001	1.36213e-08	0.00800001	4.08398e-09
9	-0.0612636	0.009	0.00900001	1.35537e-08	0.00900001	4.25104e-09
10	-0.0819094	0.01	0.01	1.34979e-08	0.01	4.36735e-09
11	-0.109513	0.011	0.011	1.34538e-08	0.011	4.45233e-09
12	-0.146419	0.012	0.012	1.34194e-08	0.012	4.51603e-09
13	-0.195762	0.013	0.013	1.33916e-08	0.013	4.56496e-09
14	-0.261734	0.014	0.014	1.33667e-08	0.014	4.6021e-09
15	-0.349938	0.015	0.015	1.33418e-08	0.015	4.62851e-09
16	-0.467867	0.016	0.016	1.33151e-08	0.016	4.64485e-09
17	-0.625538	0.017	0.017	1.32862e-08	0.017	4.65227e-09
18	-0.836344	0.018	0.018	1.32559e-08	0.018	4.65292e-09
19	-1.11819	0.019	0.019	1.32281e-08	0.019	4.6514e-09
20	-1.49502	0.02	0.02	1.32535e-08	0.02	4.69921e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.43077e-08	0.00100001	4.13968e-09
2	-0.008022	0.002	0.00200001	1.41659e-08	0.00200001	4.70891e-09
3	-0.0107254	0.003	0.00300001	1.40458e-08	0.00300001	5.2127e-09
4	-0.0143399	0.004	0.00400001	1.3943e-08	0.00400001	5.64921e-09
5	-0.0191724	0.005	0.00500001	1.38531e-08	0.00500001	6.00887e-09
6	-0.0256335	0.006	0.00600001	1.37735e-08	0.00600001	6.28188e-09
7	-0.034272	0.007	0.00700001	1.37031e-08	0.00700001	6.47506e-09
8	-0.0458217	0.008	0.00800001	1.36438e-08	0.00800001	6.61415e-09
9	-0.0612636	0.009	0.00900001	1.35962e-08	0.00900001	6.7211e-09
10	-0.0819094	0.01	0.01	1.35588e-08	0.01	6.80722e-09
11	-0.109513	0.011	0.011	1.35292e-08	0.011	6.87681e-09
12	-0.146419	0.012	0.012	1.3504e-08	0.012	6.93153e-09
13	-0.195762	0.013	0.013	1.34797e-08	0.013	6.97218e-09
14	-0.261734	0.014	0.014	1.34533e-08	0.014	6.99944e-09
15	-0.349938	0.015	0.015	1.34234e-08	0.015	7.01449e-09
16	-0.467867	0.016	0.016	1.33899e-08	0.016	7.01905e-09
17	-0.625538	0.017	0.017	1.33537e-08	0.017	7.01555e-09
18	-0.836344	0.018	0.018	1.33176e-08	0.018	7.00749e-09
19	-1.11819	0.019	0.019	1.32912e-08	0.019	7.00503e-09
20	-1.49502	0.02	0.02	1.34029e-08	0.02	7.13756e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.31966e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.28712e-08	0.00200001	1.08376e-09
3	-0.0107254	0.003	0.00300001	1.27068e-08	0.00300001	2.04067e-09
4	-0.0143399	0.004	0.00400001	1.25712e-08	0.00400001	2.81137e-09
5	-0.0191724	0.005	0.00500001	1.24589e-08	0.00500001	3.42388e-09
6	-0.0256335	0.006	0.00600001	1.23649e-08	0.00600001	3.88248e-09
7	-0.034272	0.007	0.00700001	1.22849e-08	0.00700001	4.19293e-09
8	-0.0458217	0.008	0.00800001	1.22162e-08	0.00800001	4.3927e-09
9	-0.0612636	0.009	0.00900001	1.21574e-08	0.00900001	4.52649e-09
10	-0.0819094	0.01	0.01	1.21084e-08	0.01	4.62205e-09
11	-0.109513	0.011	0.011	1.20694e-08	0.011	4.69349e-09
12	-0.146419	0.012	0.012	1.2039e-08	0.012	4.74844e-09
13	-0.195762	0.013	0.013	1.2015e-08	0.013	4.79161e-09
14	-0.261734	0.014	0.014	1.1994e-08	0.014	4.82494e-09
15	-0.349938	0.015	0.015	1.1973e-08	0.015	4.84881e-09
16	-0.467867	0.016	0.016	1.195e-08	0.016	4.86343e-09
17	-0.625538	0.017	0.017	1.19245e-08	0.017	4.86985e-09
18	-0.836344	0.018	0.018	1.18972e-08	0.018	4.86982e-09
19	-1.11819	0.019	0.019	1.18698e-08	0.019	4.86545e-09
20	-1.49502	0.02	0.02	1.18511e-08	0.02	4.86664e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.36786e-08	0.00100001	1.86287e-09
2	-0.008022	0.002	0.00200001	1.35347e-08	0.00200001	2.6436e-09
3	-0.0107254	0.003	0.00300001	1.34126e-08	0.00300001	3.30731e-09
4	-0.0143399	0.004	0.00400001	1.33084e-08	0.00400001	3.86169e-09
5	-0.0191724	0.005	0.00500001	1.32182e-08	0.00500001	4.30342e-09
6	-0.0256335	0.006	0.00600001	1.31384e-08	0.00600001	4.62614e-09
7	-0.034272	0.007	0.00700001	1.30669e-08	0.00700001	4.84459e-09
8	-0.0458217	0.008	0.00800001	1.30037e-08	0.00800001	4.99313e-09
9	-0.0612636	0.009	0.00900001	1.29501e-08	0.00900001	5.10098e-09
10	-0.0819094	0.01	0.01	1.29076e-08	0.01	5.18502e-09
11	-0.109513	0.011	0.011	1.28754e-08	0.011	5.25253e-09
12	-0.146419	0.012	0.012	1.28506e-08	0.012	5.30675e-09
13	-0.195762	0.013	0.013	1.28294e-08	0.013	5.34925e-09
14	-0.261734	0.014	0.014	1.28083e-08	0.014	5.38049e-09
15	-0.349938	0.015	0.015	1.27851e-08	0.015	5.40099e-09
16	-0.467867	0.016	0.016	1.27588e-08	0.016	5.41163e-09
17	-0.625538	0.017	0.017	1.27293e-08	0.017	5.41371e-09
18	-0.836344	0.018	0.018	1.26984e-08	0.018	5.40992e-09
19	-1.11819	0.019	0.019	1.26743e-08	0.019	5.40888e-09
20	-1.49502	0.02	0.02	1.27494e-08	0.02	5.50398e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.18946e-08	0	0.00100001
2	-0.008022	0.002	0.00200001	1.18179e-08	0	0.00200001
3	-0.0107254	0.003	0.00300001	1.17495e-08	0	0.00300001
4	-0.0143399	0.004	0.00400001	1.16884e-08	0	0.00400001
5	-0.0191724	0.005	0.00500001	1.16331e-08	0	0.00500001
6	-0.0256335	0.006	0.00600001	1.15833e-08	0	0.00600001
7	-0.034272	0.007	0.00700001	1.15399e-08	0	0.00700001
8	-0.0458217	0.008	0.00800001	1.1503e-08	0	0.00800001
9	-0.0612636	0.009	0.00900001	1.14723e-08	0	0.00900001
10	-0.0819094	0.01	0.01	1.14458e-08	0	0.01
11	-0.109513	0.011	0.011	1.1421e-08	0	0.011
12	-0.146419	0.012	0.012	1.13955e-08	0	0.012
13	-0.195762	0.013	0.013	1.13679e-08	0	0.013
14	-0.261734	0.014	0.014	1.1338e-08	0	0.014
15	-0.349938	0.015	0.015	1.13063e-08	0	0.015
16	-0.467867	0.016	0.016	1.12732e-08	0	0.016
17	-0.625538	0.017	0.017	1.12396e-08	0	0.017
18	-0.836344	0.018	0.018	1.12069e-08	0	0.018
19	-0.836344	0.018	0.0180016	1.61655e-06	0	0.0180016
20	-1.11819	0.019	0.019	1.11776e-08	0	0.019
21	-1.11819	0.019	0.0190016	1.55407e-06	0	0.0190016
22	-1.49502	0.02	0.02	1.11885e-08	0	0.02
23	-1.49502	0.02	0.0200015	1.52963e-06	0	0.0200015
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.34662e-08	0.00100001	2.43216e-09
2	-0.008022	0.002	0.00200001	1.33388e-08	0.00200001	3.21604e-09
3	-0.0107254	0.003	0.00300001	1.32289e-08	0.00300001	3.88203e-09
4	-0.0143399	0.004	0.00400001	1.31337e-08	0.00400001	4.44027e-09
5	-0.0191724	0.005	0.00500001	1.30502e-08	0.00500001	4.88741e-09
6	-0.0256335	0.006	0.00600001	1.29761e-08	0.00600001	5.21619e-09
7	-0.034272	0.007	0.00700001	1.29106e-08	0.00700001	5.44095e-09
8	-0.0458217	0.008	0.00800001	1.28537e-08	0.00800001	5.59668e-09
9	-0.0612636	0.009	0.00900001	1.2806e-08	0.00900001	5.71165e-09
10	-0.0819094	0.01	0.01	1.27668e-08	0.01	5.80057e-09
11	-0.109513	0.011	0.011	1.27348e-08	0.011	5.87015e-09
12	-0.146419	0.012	0.012	1.2707e-08	0.012	5.9234e-09
13	-0.195762	0.013	0.013	1.26798e-08	0.013	5.96196e-09
14	-0.261734	0.014	0.014	1.26509e-08	0.014	5.98713e-09
15	-0.349938	0.015	0.015	1.2619e-08	0.015	6.00057e-09
16	-0.467867	0.016	0.016	1.25844e-08	0.016	6.00446e-09
17	-0.625538	0.017	0.017	1.25485e-08	0.017	6.00137e-09
18	-0.836344	0.018	0.018	1.25129e-08	0.018	5.99407e-09
19	-1.11819	0.019	0.019	1.24817e-08	0.019	5.98703e-09
20	-1.49502	0.02	0.02	1.2513e-08	0.02	6.03935e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100002	1.62167e-08	0.00100002	4.30818e-12
2	-0.008022	0.002	0.00200001	1.41274e-08	0.00200001	4.84617e-12
3	-0.0107254	0.003	0.00300001	1.30983e-08	0.00300001	4.98364e-10
4	-0.0143399	0.004	0.00400001	1.29306e-08	0.00400001	1.49954e-09
5	-0.0191724	0.005	0.00500001	1.27945e-08	0.00500001	2.26004e-09
6	-0.0256335	0.006	0.00600001	1.26825e-08	0.00600001	2.80089e-09
7	-0.034272	0.007	0.00700001	1.25885e-08	0.00700001	3.14473e-09
8	-0.0458217	0.008	0.00800001	1.25085e-08	0.00800001	3.35409e-09
9	-0.0612636	0.009	0.00900001	1.24406e-08	0.00900001	3.48958e-09
10	-0.0819094	0.01	0.01	1.23847e-08	0.01	3.58406e-09
11	-0.109513	0.011	0.011	1.23413e-08	0.011	3.65361e-09
12	-0.146419	0.012	0.012	1.2309e-08	0.012	3.70762e-09
13	-0.195762	0.013	0.013	1.22847e-08	0.013	3.75122e-09
14	-0.261734	0.014	0.014	1.22646e-08	0.014	3.7861e-09
15	-0.349938	0.015	0.015	1.22451e-08	0.015	3.81224e-09
16	-0.467867	0.016	0.016	1.22241e-08	0.016	3.82956e-09
17	-0.625538	0.017	0.017	1.22006e-08	0.017	3.83852e-09
18	-0.836344	0.018	0.018	1.21747e-08	0.018	3.84033e-09
19	-1.11819	0.019	0.019	1.21492e-08	0.019	3.83827e-09
20	-1.49502	0.02	0.02	1.21545e-08	0.02	3.86381e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.37972e-08	0.00100001	2.04309e-09
2	-0.008022	0.002	0.00200001	1.36084e-08	0.00200001	2.8419e-09
3	-0.0107254	0.003	0.00300001	1.34524e-08	0.00300001	3.52089e-09
4	-0.0143399	0.004	0.00400001	1.33229e-08	0.00400001	4.09495e-09
5	-0.0191724	0.005	0.00500001	1.3214e-08	0.00500001	4.56562e-09
6	-0.0256335	0.006	0.00600001	1.31211e-08	0.00600001	4.92551e-09
7	-0.034272	0.007	0.00700001	1.30406e-08	0.00700001	5.1758e-09
8	-0.0458217	0.008	0.00800001	1.29703e-08	0.00800001	5.34343e-09
9	-0.0612636	0.009	0.00900001	1.291e-08	0.00900001	5.46059e-09
10	-0.0819094	0.01	0.01	1.28602e-08	0.01	5.54832e-09
11	-0.109513	0.011	0.011	1.28209e-08	0.011	5.61685e-09
12	-0.146419	0.012	0.012	1.27901e-08	0.012	5.67095e-09
13	-0.195762	0.013	0.013	1.2765e-08	0.013	5.71353e-09
14	-0.261734	0.014	0.014	1.27421e-08	0.014	5.74575e-09
15	-0.349938	0.015	0.015	1.27186e-08	0.015	5.76797e-09
16	-0.467867	0.016	0.016	1.26926e-08	0.016	5.78056e-09
17	-0.625538	0.017	0.017	1.2664e-08	0.017	5.78474e-09
18	-0.836344	0.018	0.018	1.26339e-08	0.018	5.78268e-09
19	-1.11819	0.019	0.019	1.26058e-08	0.019	5.7785e-09
20	-1.49502	0.02	0.02	1.26198e-08	0.02	5.81314e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
1	-0.006	0.001	0.00100001	1.30794e-08	0.00100001	3.17325e-09
2	-0.008022	0.002	0.00200001	1.2974e-08	0.00200001	3.7591e-09
3	-0.0107254	0.003	0.00300001	1.28814e-08	0.00300001	4.26233e-09
4	-0.0143399	0.004	0.00400001	1.27983e-08	0.00400001	4.67599e-09
5	-0.0191724	0.005	0.00500001	1.27227e-08	0.00500001	4.99027e-09
6	-0.0256335	0.006	0.00600001	1.26545e-08	0.00600001	5.21148e-09
7	-0.034272	0.007	0.00700001	1.25955e-08	0.00700001	5.36707e-09
8	-0.0458217	0.008	0.00800001	1.25468e-08	0.00800001	5.48378e-09
9	-0.0612636	0.009	0.00900001	1.25088e-08	0.00900001	5.57752e-09
10	-0.0819094	0.01	0.01	1.24799e-08	0.01	5.65476e-09
11	-0.109513	0.011	0.011	1.24569e-08	0.011	5.71692e-09
12	-0.146419	0.012	0.012	1.24354e-08	0.012	5.76417e-09
13	-0.195762	0.013	0.013	1.24121e-08	0.013	5.79695e-09
14	-0.261734	0.014	0.014	1.2385e-08	0.014	5.81633e-09
15	-0.349938	0.015	0.015	1.23534e-08	0.015	5.82391e-09
16	-0.467867	0.016	0.016	1.23178e-08	0.016	5.8217e-09
17	-0.625538	0.017	0.017	1.22797e-08	0.017	5.81231e-09
18	-0.836344	0.018	0.018	1.2241e-08	0.018	5.79826e-09
19	-1.11819	0.019	0.019	1.22038e-08	0.019	5.78245e-09
20	-1.49502	0.02	0.02	1.21729e-08	0.02	5.77016e-09
3e-09	3e-08	2000	4000	2000	1.5e-12
