C, 11, 2865
C, 13, 2865
C, 15, 2863
C, 17, 2862
C, 19, 2855
C, 21, 2842
C, 23, 2841
C, 29, 2844
C, 31, 2688
C, 33, 2680
C, 35, 2649
C, 37, 2688
C, 39, 2687
C, 41, 2673
C, 47, 2656
C, 49, 2680
C, 51, 2647
C, 53, 2682
C, 55, 2687
C, 57, 2687
C, 59, 2638
C, 65, 2685
C, 67, 2684
C, 69, 2683
C, 71, 2682
C, 73, 2682
C, 75, 2682
C, 77, 2681
C, 83, 2680
C, 85, 2680
C, 87, 2666
C, 89, 2669
C, 91, 2685
C, 93, 2681
C, 95, 2684
C, 97, 2685
C, 101, 2664
C, 103, 2676
C, 105, 2684
C, 107, 2684
C, 109, 2684
C, 111, 2684
C, 113, 2683
C, 115, 2684
C, 119, 2639
C, 121, 2683
C, 123, 2681
C, 125, 2680
C, 127, 2681
C, 129, 2680
C, 131, 2680
C, 133, 2680
